indicatorcode#indicatorname#topiccode1#topicname1#topiccode2#topicname2#topiccode3#topicname3#topiccode4#topicname4#topiccode5#topicname5
IN.HLTH.GOVHOSPTL.PER100K#Government Hospitals (Number) Per 100,000 Population###########7687#0# _api_read ,   page(7687)    per_page(1)     list parameter( indicator?id name topic?id )   
IN.HLTH.HIVDEATH.EST#HIV AIDS Related Death Estimates###########7688#0# _api_read ,   page(7688)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.ben_q5_preT_tot#Benefits incidence in richest quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10062#0# _api_read ,   page(10062)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.ben_q5_rur#Benefits incidence in richest quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10063#0# _api_read ,   page(10063)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.ben_q5_tot#Benefits incidence in richest quintile (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10064#0# _api_read ,   page(10064)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.ben_q5_urb#Benefits incidence in richest quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10065#0# _api_read ,   page(10065)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_ep_preT_tot#Beneficiary incidence in extreme poor (&lt;$1.25 a day) (%) - All Labor Market  (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10066#0# _api_read ,   page(10066)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_ep_tot#Beneficiary incidence in extreme poor (&lt;$1.25 a day) (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10067#0# _api_read ,   page(10067)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q1_preT_tot#Beneficiary incidence in poorest quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10068#0# _api_read ,   page(10068)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q1_rur#Beneficiary incidence in poorest quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10069#0# _api_read ,   page(10069)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q1_tot#Beneficiary incidence in poorest quintile (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10070#0# _api_read ,   page(10070)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q1_urb#Beneficiary incidence in poorest quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10071#0# _api_read ,   page(10071)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q2_preT_tot#Beneficiary incidence in 2nd quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10072#0# _api_read ,   page(10072)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q2_rur#Beneficiary incidence in 2nd quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10073#0# _api_read ,   page(10073)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q2_tot#Beneficiary incidence in 2nd quintile (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10074#0# _api_read ,   page(10074)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q2_urb#Beneficiary incidence in 2nd quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10075#0# _api_read ,   page(10075)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q3_preT_tot#Beneficiary incidence in 3rd quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10076#0# _api_read ,   page(10076)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q3_rur#Beneficiary incidence in 3rd quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10077#0# _api_read ,   page(10077)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q3_tot#Beneficiary incidence in 3rd quintile (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10078#0# _api_read ,   page(10078)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q3_urb#Beneficiary incidence in 3rd quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10079#0# _api_read ,   page(10079)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q4_preT_tot#Beneficiary incidence in 4th quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10080#0# _api_read ,   page(10080)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q4_rur#Beneficiary incidence in 4th quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10081#0# _api_read ,   page(10081)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q4_tot#Beneficiary incidence in 4th quintile (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10082#0# _api_read ,   page(10082)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q4_urb#Beneficiary incidence in 4th quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10083#0# _api_read ,   page(10083)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q5_preT_tot#Beneficiary incidence in richest quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10084#0# _api_read ,   page(10084)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q5_rur#Beneficiary incidence in richest quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10085#0# _api_read ,   page(10085)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q5_tot#Beneficiary incidence in richest quintile (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10086#0# _api_read ,   page(10086)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.bry_q5_urb#Beneficiary incidence in richest quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10087#0# _api_read ,   page(10087)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cba_ep_preT_tot#Benefit-cost ratio -  All Labor Market  -extreme poor (&lt;$1.25 a day) (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10088#0# _api_read ,   page(10088)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cba_ep_tot#Benefit-cost ratio -  All Labor Market  -extreme poor (&lt;$1.25 a day)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10089#0# _api_read ,   page(10089)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cba_q1_preT_tot#Benefit-cost ratio -  All Labor Market  -poorest quintile (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10090#0# _api_read ,   page(10090)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cba_q1_rur#Benefit-cost ratio -  All Labor Market  -poorest quintile -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10091#0# _api_read ,   page(10091)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cba_q1_tot#Benefit-cost ratio -  All Labor Market  -poorest quintile#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10092#0# _api_read ,   page(10092)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cba_q1_urb#Benefit-cost ratio -  All Labor Market  - poorest quintile -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10093#0# _api_read ,   page(10093)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_ep_preT_tot#Coverage in extreme poor (&lt;$1.25 a day) (%) - All Labor Market  (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10094#0# _api_read ,   page(10094)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_ep_tot#Coverage in extreme poor (&lt;$1.25 a day) (%) - All Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10095#0# _api_read ,   page(10095)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_pop_preT_tot#Coverage (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10096#0# _api_read ,   page(10096)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_pop_rur#Coverage (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10097#0# _api_read ,   page(10097)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_pop_tot#Coverage of unemployment benefits and ALMP (% of population)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10098#0# _api_read ,   page(10098)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_pop_urb#Coverage (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10099#0# _api_read ,   page(10099)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q1_preT_tot#Coverage in poorest quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10100#0# _api_read ,   page(10100)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q1_rur#Coverage in poorest quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10101#0# _api_read ,   page(10101)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q1_tot#Coverage of unemployment benefits and ALMP in poorest quintile (% of population)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10102#0# _api_read ,   page(10102)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q1_urb#Coverage in poorest quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10103#0# _api_read ,   page(10103)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q2_preT_tot#Coverage in 2nd quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10104#0# _api_read ,   page(10104)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q2_rur#Coverage in 2nd quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10105#0# _api_read ,   page(10105)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q2_tot#Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10106#0# _api_read ,   page(10106)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q2_urb#Coverage in 2nd quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10107#0# _api_read ,   page(10107)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q3_preT_tot#Coverage in 3rd quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10108#0# _api_read ,   page(10108)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q3_rur#Coverage in 3rd quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10109#0# _api_read ,   page(10109)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q3_tot#Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10110#0# _api_read ,   page(10110)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q3_urb#Coverage in 3rd quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10111#0# _api_read ,   page(10111)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q4_preT_tot#Coverage in 4th quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10112#0# _api_read ,   page(10112)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q4_rur#Coverage in 4th quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10113#0# _api_read ,   page(10113)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q4_tot#Coverage of unemployment benefits and ALMP in 4th quintile (% of population)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10114#0# _api_read ,   page(10114)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q4_urb#Coverage in 4th quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10115#0# _api_read ,   page(10115)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q5_preT_tot#Coverage in richest quintile (%) - All Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10116#0# _api_read ,   page(10116)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q5_rur#Coverage in richest quintile (%) - All Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10117#0# _api_read ,   page(10117)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q5_tot#Coverage of unemployment benefits and ALMP in richest quintile (% of population)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10118#0# _api_read ,   page(10118)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm.cov_q5_urb#Coverage in richest quintile (%) - All Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10119#0# _api_read ,   page(10119)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_gini_preT_tot#Gini inequality reduction (%) -  All Labor Market  -poorest quintile (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10120#0# _api_read ,   page(10120)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_gini_rur#Gini inequality reduction (%) -  All Labor Market  -poorest quintile -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10121#0# _api_read ,   page(10121)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_gini_tot#Gini inequality reduction (%) -  All Labor Market  -poorest quintile#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10122#0# _api_read ,   page(10122)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_gini_urb#Gini inequality reduction (%) -  All Labor Market  - poorest quintile -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10123#0# _api_read ,   page(10123)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p0_ep_preT_tot#Poverty Headcount reduction (%) -  All Labor Market  -extreme poor (&lt;$1.25 a day) (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10124#0# _api_read ,   page(10124)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p0_ep_tot#Poverty Headcount reduction (%) -  All Labor Market  -extreme poor (&lt;$1.25 a day)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10125#0# _api_read ,   page(10125)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p0_preT_tot#Poverty Headcount reduction (%) -  All Labor Market  -poorest quintile (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10126#0# _api_read ,   page(10126)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p0_rur#Poverty Headcount reduction (%) -  All Labor Market  -poorest quintile -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10127#0# _api_read ,   page(10127)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p0_tot#Poverty Headcount reduction (%) -  All Labor Market  -poorest quintile#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10128#0# _api_read ,   page(10128)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p0_urb#Poverty Headcount reduction (%) -  All Labor Market  - poorest quintile -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10129#0# _api_read ,   page(10129)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p1_ep_preT_tot#Poverty Gap reduction (%) -  All Labor Market  -extreme poor (&lt;$1.25 a day) (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10130#0# _api_read ,   page(10130)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p1_ep_tot#Poverty Gap reduction (%) -  All Labor Market  -extreme poor (&lt;$1.25 a day)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10131#0# _api_read ,   page(10131)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p1_preT_tot#Poverty Gap reduction (%) -  All Labor Market  -poorest quintile (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10132#0# _api_read ,   page(10132)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p1_rur#Poverty Gap reduction (%) -  All Labor Market  -poorest quintile -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10133#0# _api_read ,   page(10133)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p1_tot#Poverty Gap reduction (%) -  All Labor Market  -poorest quintile#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10134#0# _api_read ,   page(10134)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_alllm_p1_urb#Poverty Gap reduction (%) -  All Labor Market  - poorest quintile -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10135#0# _api_read ,   page(10135)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_ep_preT_tot#Adequacy of benefits in extreme poor (&lt;$1.25 a day) (%) - Passive Labor Market  (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10136#0# _api_read ,   page(10136)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_ep_tot#Adequacy of benefits in extreme poor (&lt;$1.25 a day) (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10137#0# _api_read ,   page(10137)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_pop_preT_tot#Adequacy of benefits (%) - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10138#0# _api_read ,   page(10138)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_pop_rur#Adequacy of benefits (%) - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10139#0# _api_read ,   page(10139)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_pop_tot#Adequacy of benefits (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10140#0# _api_read ,   page(10140)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_pop_urb#Adequacy of benefits (%) - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10141#0# _api_read ,   page(10141)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q1_preT_tot#Adequacy of benefits in poorest quintile (%) - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10142#0# _api_read ,   page(10142)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q1_rur#Adequacy of benefits in poorest quintile (%) - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10143#0# _api_read ,   page(10143)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q1_tot#Adequacy of benefits in poorest quintile (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10144#0# _api_read ,   page(10144)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q1_urb#Adequacy of benefits in poorest quintile (%) - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10145#0# _api_read ,   page(10145)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q2_preT_tot#Adequacy of benefits in 2nd quintile (%) - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10146#0# _api_read ,   page(10146)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q2_rur#Adequacy of benefits in 2nd quintile (%) - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10147#0# _api_read ,   page(10147)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q2_tot#Adequacy of benefits in 2nd quintile (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10148#0# _api_read ,   page(10148)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q2_urb#Adequacy of benefits in 2nd quintile (%) - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10149#0# _api_read ,   page(10149)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q3_preT_tot#Adequacy of benefits in 3rd quintile (%) - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10150#0# _api_read ,   page(10150)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q3_rur#Adequacy of benefits in 3rd quintile (%) - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10151#0# _api_read ,   page(10151)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q3_tot#Adequacy of benefits in 3rd quintile (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10152#0# _api_read ,   page(10152)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q3_urb#Adequacy of benefits in 3rd quintile (%) - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10153#0# _api_read ,   page(10153)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q4_preT_tot#Adequacy of benefits in 4th quintile (%) - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10154#0# _api_read ,   page(10154)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q4_rur#Adequacy of benefits in 4th quintile (%) - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10155#0# _api_read ,   page(10155)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q4_tot#Adequacy of benefits in 4th quintile (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10156#0# _api_read ,   page(10156)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q4_urb#Adequacy of benefits in 4th quintile (%) - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10157#0# _api_read ,   page(10157)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q5_preT_tot#Adequacy of benefits in richest quintile (%) - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10158#0# _api_read ,   page(10158)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q5_rur#Adequacy of benefits in richest quintile (%) - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10159#0# _api_read ,   page(10159)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q5_tot#Adequacy of benefits in richest quintile (%) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10160#0# _api_read ,   page(10160)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.adq_q5_urb#Adequacy of benefits in richest quintile (%) - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10161#0# _api_read ,   page(10161)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_ep_preT_tot#Average per capita transfer held by extreme poor (&lt;$1.25 a day) - Passive Labor Market  (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10162#0# _api_read ,   page(10162)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_ep_tot#Average per capita transfer held by extreme poor (&lt;$1.25 a day) - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10163#0# _api_read ,   page(10163)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_pop_preT_tot#Average per capita transfer - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10164#0# _api_read ,   page(10164)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_pop_rur#Average per capita transfer - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10165#0# _api_read ,   page(10165)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_pop_tot#Average per capita transfer - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10166#0# _api_read ,   page(10166)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_pop_urb#Average per capita transfer - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10167#0# _api_read ,   page(10167)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q1_preT_tot#Average per capita transfer held by poorest quintile - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10168#0# _api_read ,   page(10168)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q1_rur#Average per capita transfer held by poorest quintile - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10169#0# _api_read ,   page(10169)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q1_tot#Average per capita transfer held by poorest quintile - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10170#0# _api_read ,   page(10170)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q1_urb#Average per capita transfer held by poorest quintile - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10171#0# _api_read ,   page(10171)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q2_preT_tot#Average per capita transfer held by 2nd quintile - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10172#0# _api_read ,   page(10172)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q2_rur#Average per capita transfer held by 2nd quintile - Passive Labor Market -rural#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10173#0# _api_read ,   page(10173)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q2_tot#Average per capita transfer held by 2nd quintile - Passive Labor Market#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10174#0# _api_read ,   page(10174)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q2_urb#Average per capita transfer held by 2nd quintile - Passive Labor Market -urban#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10175#0# _api_read ,   page(10175)    per_page(1)     list parameter( indicator?id name topic?id )   
per_lm_pa.avt_q3_preT_tot#Average per capita transfer held by 3rd quintile - Passive Labor Market (preT)#10#Social Protection and Labor#7#Financial Sector#6#Environment#####10176#0# _api_read ,   page(10176)    per_page(1)     list parameter( indicator?id name topic?id )   
